Url,Property ID,Locality name,Postal code,Price,Type of property,Subtype of property,Type of sale,Bedrooms,Living area,Kitchen type,Furnished,How many fireplaces?,Terrace surface,Garden surface,Surface of the plot,Number of facades,Swimming pool,Building condition,Construction year,Street frontage width,Number of frontages,Surroundings type,Living room,Dressing room,Armored door,Land is facing street,Wooded land,Plot at rear,Flat land,Connection to sewer network,"Gas, water & electricity",Primary energy consumption,Energy class,CO₂ emission,Yearly theoretical total energy consumption,Heating type,Photovoltaic solar panels,Thermic solar panels,Common water heater,Double glazing,Planning permission obtained,Type of building,Obligation to build,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Tenement building,Address,External reference
https://www.immoweb.be/en/classified/house/for-sale/oostende/8400/11136419,11136419,oostende,8400,269000,house,house,for-sale,3,135,1,0,0,,,166,,0,To be done up,1963,8 m,2,"Living area (residential, urban or rural)",1,0,0,0,0,0,1,Connected,1,176,B,,,Gas,1,0,0,1,1,All kind,0,0,0,0,Non flood zone,"Living area (residential, urban or rural)",0,Steenbrugsestraat 21,TK/LO/KB/0641
https://www.immoweb.be/en/classified/house/for-sale/ruddervoorde/8020/11136420,11136420,ruddervoorde,8020,569000,house,house,for-sale,3,256,1,0,1,,,984,,0,Good,1992,,4,Fitted out,1,0,0,0,0,1,1,Connected,0,275,C,,,Fuel oil,0,0,0,1,1,All kind,0,0,0,0,Non flood zone,"Living area (residential, urban or rural)",0,Steenbrugsestraat 21,TK/LO/NV/0888
https://www.immoweb.be/en/classified/apartment-block/for-sale/bruxelles/1000/11128877,11128877,bruxelles,1000,1920000,house,apartment-block,for-sale,15,1200,1,0,0,60,,400,,0,Good,1950,,2,Isolated,,,,,,,,,,158,D,31 kg CO₂/m²,,Gas,,,,1,,,,,,,Non flood zone,,1,.,5844953
https://www.immoweb.be/en/classified/farmhouse/for-sale/brugge/8380/11136359,11136359,brugge,8380,1099000,house,farmhouse,for-sale,4,234,1,0,0,,,35475,,0,To renovate,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,Non flood zone,Farming area,0,Grote Markt 1,
https://www.immoweb.be/en/classified/flat-studio/for-sale/ixelles/1050/11135966,11135966,ixelles,1050,219000,appartment,flat-studio,for-sale,,38,1,0,0,,,,,0,Just renovated,,,,,,,,,,,,,,475,G,,,Gas,,,,1,,,,,,,,,0,"Avenue Louise, 523",5863974
https://www.immoweb.be/en/classified/house/for-sale/zingem/9750/11136298,11136298,zingem,9750,290000,house,house,for-sale,3,168,1,0,0,,,451,,0,To renovate,1925,,,,,,,,,,,,0,780,F,,,Gas,,,,1,,,,0,0,,Non flood zone,"Living area (residential, urban or rural)",0,Gentiel Antheunisplein 6,2788 - 3807
https://www.immoweb.be/en/classified/apartment/for-sale/willebroek/2830/11079381,11079381,willebroek,2830,205000,appartment,apartment,for-sale,1,65,1,0,0,5,,,,0,Good,2008,,,,,,,,,,,,,168,B,,,Gas,,,,1,1,,,0,,0,Non flood zone,"Living area (residential, urban or rural)",0,Dorpshart 10,10165 - TK/23104/1
https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/11136174,11136174,gent,9000,220000,appartment,apartment,for-sale,,,1,0,0,,,,,0,,,,,Fitted out,,,,,,,,,,,,,,,,,,0,,All kind,0,0,0,0,,,0,Begijnhofdries 31,
https://www.immoweb.be/en/classified/house/for-sale/melle/9090/11135602,11135602,melle,9090,389000,house,house,for-sale,3,,1,0,0,,,,,0,To be done up,1952,8.3 m,2,,1,,,,,,,,1,272,C,,,,,1,,1,1,,,,,0,,,0,Brakelstraat 93,5825422
https://www.immoweb.be/en/classified/house/for-sale/evergem/9940/11136173,11136173,evergem,9940,389000,house,house,for-sale,3,136,1,0,0,,293,373,,0,Good,1962,7.5 m,3,Fitted out,1,0,0,0,0,1,1,Connected,1,189,B,,,,1,0,0,1,,All kind,0,0,0,0,Non flood zone,"Living area (residential, urban or rural)",0,Begijnhofdries 31,
https://www.immoweb.be/en/classified/chalet/for-sale/oostduinkerke/8670/11025566,11025566,oostduinkerke,8670,159000,house,chalet,for-sale,2,,1,0,0,,,200,,0,Good,1976,,4,Fitted out,,0,0,0,0,1,1,Connected,0,,F,,,Electric,0,0,0,1,1,All kind,0,0,0,0,Non flood zone,Residential recreation area,0,Langestraat 62,NI23623
https://www.immoweb.be/en/classified/house/for-sale/mol/2400/11136100,11136100,mol,2400,459000,house,house,for-sale,2,178,1,0,0,,,556,,0,,2021,12 m,4,,1,,0,,,,,Connected,1,34,A,,,Gas,0,1,0,1,1,,,0,0,0,Non flood zone,"Living area (residential, urban or rural)",0,Kapittelhof 22,a0iTt000000CE2PIAW
https://www.immoweb.be/en/classified/mansion/for-sale/brussel/1020/10961983,10961983,brussel,1020,599000,house,mansion,for-sale,5,314,1,0,0,,90,204,,0,Good,1929,6 m,2,Urban,,0,0,0,0,0,0,Connected,1,,F,,,Fuel oil,0,0,0,1,,All kind,,,,,,,0,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/bruxelles/1020/10180733,10180733,bruxelles,1020,660000,house,apartment-block,for-sale,9,,1,0,0,,,,,0,Good,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Rue de la Victoire 144,4978991
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/bruxelles/1020/11126543,11126543,bruxelles,1020,500000,house,mixed-use-building,for-sale,4,280,1,0,0,,,,,0,To be done up,,5 m,2,Urban,,,,,,,,Connected,1,421,G,84 kg CO₂/m²,,,,,,1,,,,0,0,0,Non flood zone,,1,Rue Royale 178,5842817
https://www.immoweb.be/en/classified/house/for-sale/brakel/9660/11135537,11135537,brakel,9660,389000,house,house,for-sale,3,148,1,0,0,20,120,214,,0,,2022,8.21 m,2,Isolated,,,,,,,,Connected,1,20,A,,,,,1,,1,1,,,,0,0,Non flood zone,"Living area (residential, urban or rural)",0,Sint-Denijslaan 1,5863615
https://www.immoweb.be/en/classified/house/for-sale/brakel/9660/11135538,11135538,brakel,9660,490000,house,house,for-sale,3,222,1,0,0,22,102,235,,0,,2022,16.99 m,2,Isolated,,,,,,,,Connected,1,20,A,,,Gas,,1,,1,1,,,,0,0,Non flood zone,"Living area (residential, urban or rural)",0,Sint-Denijslaan 1,5863616
https://www.immoweb.be/en/classified/apartment-block/for-sale/leuven/3000/11135670,11135670,leuven,3000,1450000,house,apartment-block,for-sale,7,,1,0,0,,,100,,0,,2024,,2,"Living area (residential, urban or rural)",,,,,,,,,,,,,,Gas,,,,,1,,,0,0,0,Non flood zone,"Living area (residential, urban or rural)",1,Nieuwelaan 4,
https://www.immoweb.be/en/classified/ground-floor/for-sale/aalst%20%28%20meldert%20%29/9310/11135666,11135666,aalst%20%28%20meldert%20%29,9310,315000,appartment,ground-floor,for-sale,2,87,1,0,0,15,110,,,0,Good,2012,,,"Living area (residential, urban or rural)",,,0,,,,,,,109,B,,,Gas,0,0,,1,,,0,0,1,0,,,0,Pamelse Klei 7,310
https://www.immoweb.be/en/classified/house/for-sale/brakel/9660/11135540,11135540,brakel,9660,498500,house,house,for-sale,4,234,1,0,0,30,24,171,,0,,2022,12.36 m,3,Isolated,,,,,,,,Connected,1,20,A,,,Gas,,1,,1,1,,,,0,0,Non flood zone,"Living area (residential, urban or rural)",0,Sint-Denijslaan 1,5863618
https://www.immoweb.be/en/classified/house/for-sale/brakel/9660/11135539,11135539,brakel,9660,395000,house,house,for-sale,3,144,1,0,0,20,102,196,,0,,2022,8.01 m,3,Isolated,,,,,,,,Connected,1,20,A,,,Gas,,1,,1,1,,,,0,0,Non flood zone,"Living area (residential, urban or rural)",0,Sint-Denijslaan 1,5863617
https://www.immoweb.be/en/classified/apartment/for-sale/leuven/3001/11135671,11135671,leuven,3001,269000,appartment,apartment,for-sale,2,79,1,0,0,,,,,0,,1964,8 m,2,,,,0,,,,,,,643,F,,,Gas,0,0,0,1,1,,,0,0,0,Non flood zone,,0,Tervuursevest 356,a0iTt000000C9U9IAK
https://www.immoweb.be/en/classified/house/for-sale/anh%C3%A9e/5537/10958771,10958771,anh%C3%A9e,5537,135000,house,house,for-sale,3,,1,0,0,,,330,,0,To renovate,,,2,,,0,0,0,0,0,0,Connected,1,483,F,,91677 kWh/year,Fuel oil,0,0,0,0,,All kind,,,,,,,0,Ch. de Louvain 61 a,
https://www.immoweb.be/en/classified/house/for-sale/ingelmunster/8770/11135672,11135672,ingelmunster,8770,170000,house,house,for-sale,3,129,1,0,0,,,229,,0,,,12 m,4,,1,,0,,,,,Not connected,1,443,E,,,Fuel oil,0,0,0,1,,,,0,0,0,Non flood zone,Another type of area,0,gentsestraat 34,a0iTt000000C9YzIAK
https://www.immoweb.be/en/classified/villa/for-sale/vloesberg/7880/11135674,11135674,vloesberg,7880,423000,house,villa,for-sale,5,,1,0,0,1,1,3166,,0,To renovate,,,4,,,0,0,0,1,0,0,Connected,1,655,G,655 kg CO₂/m²,,Fuel oil,0,0,0,1,,All kind,,1,0,0,,,0,Diependale 22,TK2024001
https://www.immoweb.be/en/classified/apartment-block/for-sale/schaerbeek/1030/10804330,10804330,schaerbeek,1030,539000,house,apartment-block,for-sale,5,224,1,0,0,,,,,0,,,,2,,1,,,,,,,,,407,G,99 kg CO₂/m²,,Gas,0,0,,0,,,,,,,,,1,Chaussée de Helmet  239,2539-1-1
https://www.immoweb.be/en/classified/house/for-sale/braine-l%27alleud/1420/11135450,11135450,braine-l%27alleud,1420,325000,house,house,for-sale,3,180,1,0,0,,,380,,0,,1918,,2,,,,0,,,,,Connected,1,,,,,Gas,0,0,0,1,1,,,0,0,0,Non flood zone,Another type of area,0,Avenue Alphonse Allard 288,a0iTt000000C3DRIA0
https://www.immoweb.be/en/classified/bungalow/for-sale/mariakerke/9030/11135431,11135431,mariakerke,9030,439000,house,bungalow,for-sale,4,160,1,0,0,,,,,0,To renovate,1968,,,,,,,,,,,,,1170,F,,,,0,0,,,,,0,1,0,0,Non flood zone,,0,Kortrijksesteenweg 178,KPJ23220
https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/11062634,11062634,schaerbeek,1030,490000,house,house,for-sale,4,306,1,0,0,,,,,0,As new,,,2,Urban,1,1,,,,,,,,,,,,Gas,,0,,1,,,,,,,,,0,"Haachtsesteenweg, 160",
https://www.immoweb.be/en/classified/house/for-sale/meulebeke/8760/11135436,11135436,meulebeke,8760,460101,house,house,for-sale,3,,1,0,0,,,769,,0,,,,,,,,,,,,,Connected,,40,A,,,,0,0,,,,,0,1,1,,,,0,Iepersestraat 181-185,Meulebeke Henry Dunantstraat Lot 6 - 2024
https://www.immoweb.be/en/classified/bungalow/for-sale/roeselare/8800/11135437,11135437,roeselare,8800,453146,house,bungalow,for-sale,3,,1,0,0,,,463,,0,Good,,,,,,,,,,,,,,10,A,,,,1,1,,,,,,,,,,,0,Iepersestraat 181-185,Hooglede - Honzebrouck Lot 7 - Cadzand modern
https://www.immoweb.be/en/classified/apartment-block/for-sale/bruxelles-3/1030/10979668,10979668,bruxelles-3,1030,599000,house,apartment-block,for-sale,10,,1,0,0,,,420,,0,,,,2,,,,,,,,,,0,,,,,,,,,,,,,,,,Non flood zone,,1,avenue Montjoie 156,10038 - 215/1682
https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/10940150,10940150,schaerbeek,1030,465000,house,house,for-sale,5,262,1,0,0,25,110,215,,0,Good,1892,6.1 m,2,Urban,,,,,,,,,,378,G,97 kg CO₂/m²,,Fuel oil,,,,,,,,,,,,,0,Place Colignon 47,5600618
https://www.immoweb.be/en/classified/house/for-sale/veurne/8630/10870467,10870467,veurne,8630,239000,house,house,for-sale,5,262,1,0,0,,,213,,0,To renovate,1900,,,,,,,,,,,,,534,F,,,Gas,0,0,,1,,,0,0,0,0,,,0,Zuidstraat 74,Ooststraat 4 - 8630 Veurne TK-W
https://www.immoweb.be/en/classified/house/for-sale/ch%C3%A2telet/6200/11135390,11135390,ch%C3%A2telet,6200,169000,house,house,for-sale,2,120,1,0,0,30,100,203,,0,Good,1980,4.35 m,3,Urban,,,,,,,,Connected,1,440,F,,43814 kWh/year,Gas,,,,,,,,,,,Non flood zone,,0,Boulevard Tirou 94,5845689
https://www.immoweb.be/en/classified/apartment/for-sale/zeebrugge/8380/11135386,11135386,zeebrugge,8380,399000,appartment,apartment,for-sale,2,86,1,0,0,,,,,0,Good,2008,,,,,0,0,,,,,,,206,C,,,Electric,0,0,0,1,1,All kind,0,0,0,0,Non flood zone,,0,Natiënlaan 199,1598
https://www.immoweb.be/en/classified/apartment-block/for-sale/schaerbeek/1030/10428894,10428894,schaerbeek,1030,375000,house,apartment-block,for-sale,6,200,1,0,0,,,,,0,,1896,,2,,,,,,,,,,,,,,,Gas,0,0,,0,,,,,,,,,1,Chaussée de Helmet  239,2544-1
https://www.immoweb.be/en/classified/chalet/for-sale/houtvenne/2235/11063369,11063369,houtvenne,2235,185000,house,chalet,for-sale,1,,1,0,0,,,560,,0,,1990,,,,,,0,,,,,,,,,,,,0,0,,,,,0,0,0,0,Non flood zone,,0,Dorpsstraat 34 Bus 1,YD
https://www.immoweb.be/en/classified/house/for-sale/herne/1541/11135391,11135391,herne,1541,295000,house,house,for-sale,5,191,1,0,0,,,1670,,0,To renovate,,,4,,,,,,,,,,,629,F,,,,,,,1,,,,,,,,,0,Basiliekstraat 135,5863583
https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/10935328,10935328,schaerbeek,1030,200000,house,house,for-sale,2,92,1,0,0,,,,,0,To be done up,,,2,,,,1,,,,,,1,444,G,89 kg CO₂/m²,,Gas,,,,1,,,,,,,,,0,"Place Jamblinne de Meux, 17",3749 - 1683
https://www.immoweb.be/en/classified/apartment-block/for-sale/schaerbeek/1030/10356246,10356246,schaerbeek,1030,545000,house,apartment-block,for-sale,5,225,1,0,0,,,70,,0,To be done up,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,Chaussée de Charleroi 259,5226329
https://www.immoweb.be/en/classified/penthouse/for-sale/uccle/1180/11135393,11135393,uccle,1180,850000,appartment,penthouse,for-sale,5,195,1,0,0,17,,,,0,As new,1978,,3,"Living area (residential, urban or rural)",,,1,,,,,,,277,F,72 kg CO₂/m²,,Gas,,,,1,,,,,,,,,0,9 rue Berckmans,5863578
https://www.immoweb.be/en/classified/house/for-sale/oostnieuwkerke/8840/11135398,11135398,oostnieuwkerke,8840,495000,house,house,for-sale,3,,1,0,0,,,415,,0,,2004,,,,,,,,,,,Connected,,158,B,,,,1,0,,,,,0,1,0,,Non flood zone,,0,Westlaan 466,TK L
https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/11135401,11135401,oostende,8400,220000,appartment,apartment,for-sale,1,85,1,0,0,11,,,,0,As new,1918,,2,Urban,,,,,,,,,,278,C,,,Gas,,,,,1,,,0,0,0,,"Living area (residential, urban or rural)",0,Leopold II - laan 29,D8400-24011
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/saint-gilles/1060/11135442,11135442,saint-gilles,1060,650000,house,mixed-use-building,for-sale,5,345,1,0,0,,,1,,0,,,,2,,,,0,,,,,Connected,1,483,G,76 kg CO₂/m²,,Gas,0,0,0,1,,Apartment building,,0,0,0,Non flood zone,Another type of area,1,Place du Châtelain 35,a0iTt000000Bk4LIAS
https://www.immoweb.be/en/classified/house/for-sale/sint-amandsberg/9040/11135440,11135440,sint-amandsberg,9040,395000,house,house,for-sale,3,131,1,0,0,,,86,,0,As new,1900,,,,,,,,,,,,,198,B,,,Gas,0,0,,1,,,0,0,0,0,Non flood zone,,0,Kortrijksesteenweg 178,KPJ23178CC
https://www.immoweb.be/en/classified/house/for-sale/mechelen/2800/11135441,11135441,mechelen,2800,649000,house,house,for-sale,5,597,1,0,0,,,,,0,,1850,,2,,,,,,,,,Connected,1,202,C,,,,,,,,1,,,0,0,0,Non flood zone,,0,Korenmarkt 55,5756447
https://www.immoweb.be/en/classified/mansion/for-sale/schaarbeek/1030/10912209,10912209,schaarbeek,1030,598000,house,mansion,for-sale,3,239,1,0,0,,40,116,,0,To renovate,1928,7 m,2,"Living area (residential, urban or rural)",,1,,0,0,0,0,Connected,1,518,G,104 kg CO₂/m²,,Gas,,,,,1,All kind,,,,0,,Mixed living area (accommodation & economic activities),0,Rue Taille Madame 48,
https://www.immoweb.be/en/classified/house/for-sale/saint-gilles/1060/11135444,11135444,saint-gilles,1060,330000,house,house,for-sale,4,157,1,0,0,,,157,,0,,,,2,,,,0,,,,,Connected,1,466,G,101 kg CO₂/m²,,Gas,0,0,0,1,,,,0,0,0,Non flood zone,Another type of area,0,Place du Châtelain 35,a0iTt000000BO5RIAW
https://www.immoweb.be/en/classified/apartment/for-sale/saint-gilles/1060/11135445,11135445,saint-gilles,1060,255000,appartment,apartment,for-sale,1,70,1,0,0,,,,,0,,,,2,,,,0,,,,,,,369,G,74 kg CO₂/m²,,Gas,0,0,0,1,,,,0,0,0,Non flood zone,,0,Place du Châtelain 35,a0iTt000000BRsvIAG
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/11135443,11135443,uccle,1180,595000,appartment,apartment,for-sale,5,200,1,0,0,30,,,,0,,1950,,4,,,,1,,,,,,,247,E,49 kg CO₂/m²,,Gas,0,0,1,1,,,,0,0,0,Non flood zone,,0,Place du Châtelain 35,a0iTt000000AuAbIAK
https://www.immoweb.be/en/classified/apartment/for-sale/braine-l%27alleud/1420/11135449,11135449,braine-l%27alleud,1420,398000,appartment,apartment,for-sale,3,131,1,0,0,13,,,,0,,2023,,4,,,,0,,,,,,,,A,,,,0,0,0,1,1,,,0,0,0,Non flood zone,,0,Avenue Alphonse Allard 288,a0iTt000000Bld7IAC
https://www.immoweb.be/en/classified/house/for-sale/lommel/3920/11135451,11135451,lommel,3920,239000,house,house,for-sale,3,209,1,0,0,,,255,,0,,1994,,3,,1,,0,,,,,Connected,1,255,C,,,Gas,0,0,0,1,,,,0,0,0,Non flood zone,Another type of area,0,Kapittelhof 22,a0iTt000000BxnxIAC
https://www.immoweb.be/en/classified/apartment/for-sale/nord-est%20%28bruxelles%29/1000/11135447,11135447,nord-est%20%28bruxelles%29,1000,595000,appartment,apartment,for-sale,2,105,1,0,0,6,,,,0,,1963,57 m,2,,,,1,,,,,,,121,C,31 kg CO₂/m²,,Gas,0,0,0,1,1,,,0,0,0,Non flood zone,,0,Rue Archimède 17,a0iTt000000BVi1IAG
https://www.immoweb.be/en/classified/house/for-sale/orp-le-grand/1350/11135407,11135407,orp-le-grand,1350,239000,house,house,for-sale,4,493,1,0,0,65,,380,,0,To be done up,,16 m,2,Urban,,,,,,,,Connected,,209,C,27 kg CO₂/m²,44218 kWh/year,Fuel oil,,,,1,,,,0,0,0,Non flood zone,"Living area (residential, urban or rural)",0,Rue de Tirlemont 23,5863682
https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/10804329,10804329,schaerbeek,1030,549000,house,house,for-sale,5,213,1,0,0,,40,,,0,,,,2,,1,,,,,,,,,260,E,52 kg CO₂/m²,,Gas,0,0,,0,,,,,,,,,0,Chaussée de Helmet  239,2545-1-1
https://www.immoweb.be/en/classified/house/for-sale/sint-niklaas/9100/11135452,11135452,sint-niklaas,9100,299000,house,house,for-sale,3,140,1,0,0,,,70,,0,,1850,4 m,2,,,,0,,,,,Not connected,1,,,,,Gas,0,0,0,1,,,,0,0,0,,Another type of area,0,Gentse Baan 45A,a0iTt0000008UXBIA2
https://www.immoweb.be/en/classified/house/for-sale/sint-niklaas/9100/11135453,11135453,sint-niklaas,9100,315000,house,house,for-sale,3,140,1,0,0,,,70,,0,,1850,4 m,2,,,,0,,,,,Not connected,1,,,,,Gas,0,0,0,1,,,,0,0,0,Non flood zone,Another type of area,0,Gentse Baan 45A,a0iTt0000008Wh3IAE
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/11135477,11135477,anderlecht,1070,205000,appartment,apartment,for-sale,2,79,1,0,0,9,,,,0,As new,1978,,2,,,,,,,,,,,248,E,49 kg CO₂/m²,,Gas,,,,,,,,,0,,Non flood zone,,0,Astridlaan 1,5613688
https://www.immoweb.be/en/classified/apartment/for-sale/oudenaarde/9700/11135418,11135418,oudenaarde,9700,322000,appartment,apartment,for-sale,2,102,1,0,0,8,,,,0,,2022,,2,,,,,,,,,,,,,,,Gas,0,0,,1,,,0,1,0,,Non flood zone,,0,Dokter Honore Dewolfstraat 23,3673787
https://www.immoweb.be/en/classified/house/for-sale/zoerle-parwijs%20%28westerlo%29/2260/11135454,11135454,zoerle-parwijs%20%28westerlo%29,2260,195000,house,house,for-sale,2,131,1,0,0,,,691,,0,,1960,,4,,1,,0,,,,,Not connected,1,788,F,,,Fuel oil,0,0,0,0,,,,0,0,0,Non flood zone,"Living area (residential, urban or rural)",0,Geneinde 11,a0iTt000000BUijIAG
https://www.immoweb.be/en/classified/house/for-sale/herk-de-stad/3540/11135456,11135456,herk-de-stad,3540,360000,house,house,for-sale,3,206,1,0,0,,,4328,,0,,1969,,4,,1,,0,,,,,Not connected,1,588,F,,,Fuel oil,0,0,0,1,1,,,0,0,0,,Area of landscape interest,0,Veearts Strauvenlaan 2,a0iTt000000BwlRIAS
https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/10322963,10322963,schaerbeek,1030,320000,house,house,for-sale,4,200,1,0,0,,,,,0,,,,2,,1,,,,,,,,,405,G,87 kg CO₂/m²,,Gas,0,0,,0,,,,,,,,,0,Chaussée de Helmet  239,2528
https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/11080153,11080153,schaerbeek,1030,390000,house,house,for-sale,4,170,1,0,0,20,,,,0,To renovate,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Chaussée d' Haecht 43,5743893
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/schaerbeek/1030/11092365,11092365,schaerbeek,1030,499000,house,mixed-use-building,for-sale,5,210,1,0,0,,,,,0,,,,3,Urban,1,,,,,,,,,,,98 kg CO₂/m²,,Gas,0,0,,0,,,,,,,,,1,Square Eugène Plasky 97,8787
https://www.immoweb.be/en/classified/apartment-block/for-sale/schaerbeek/1030/10879871,10879871,schaerbeek,1030,379000,house,apartment-block,for-sale,,,1,0,0,,,,,0,,,,2,,,,,0,0,0,0,Connected,1,,,,,Gas,0,0,0,1,,All kind,,,,,Non flood zone,,1,,
https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/10994035,10994035,schaerbeek,1030,745000,house,house,for-sale,4,200,1,0,0,,,,,0,,1902,,2,,,,,,,,,,,,,,,Gas,0,0,,0,,,,,,,,,0,"Rue de la Brasserie, 51A",429
https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/10998245,10998245,schaerbeek,1030,745000,house,house,for-sale,4,200,1,0,0,,,,,0,,1902,,2,,,,,,,,,,,,,,,Gas,0,0,,0,,,,,,,,,0,"Rue de la Brasserie, 51A",429-1
https://www.immoweb.be/en/classified/town-house/for-sale/schaerbeek/1030/10849829,10849829,schaerbeek,1030,400000,house,town-house,for-sale,3,,1,0,1,,,,,0,Good,,,2,,1,1,0,0,0,0,0,Connected,1,,,,,Gas,0,0,0,1,,All kind,,,,,,,0,,
https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/10892836,10892836,schaerbeek,1030,580000,house,house,for-sale,4,,1,0,0,,1,,,0,Just renovated,,,2,"Living area (residential, urban or rural)",,0,0,1,0,0,0,,1,,,,,Gas,0,0,0,0,1,All kind,,,,,,,0,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/schaerbeek/1030/11097920,11097920,schaerbeek,1030,365000,house,apartment-block,for-sale,3,101,1,0,0,9,,,,0,,,,,,,,,,,,,,0,105,C,,,Gas,,,,1,,,,,,,,,1,Edingsesteenweg 341,4688 - 998877704
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/schaerbeek/1030/10428891,10428891,schaerbeek,1030,375000,house,mixed-use-building,for-sale,6,200,1,0,0,3,,82,,0,,1896,,2,,1,,,,,,,,,,,,,Gas,0,0,,0,,,,,,,,,1,Chaussée de Helmet  239,2544
https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/11001736,11001736,schaerbeek,1030,370000,house,house,for-sale,10,,0,0,0,,,195,,0,,,,2,,,,,,,,,,0,416,G,,,Gas,,,,,,,,,,,,,0,Rue de la Station 38,7167 - 87460039
https://www.immoweb.be/en/classified/house/for-sale/schaarbeek/1030/11034477,11034477,schaarbeek,1030,649000,house,house,for-sale,4,190,1,0,0,,,204,,0,,,,,,,,,,,,,,,413,G,82 kg CO₂/m²,,Gas,0,0,,1,,,,,,,,,0,Avenue des Anémones 2,Av. Général Eisenhower 18 - 1030 Schaerbeek
https://www.immoweb.be/en/classified/house/for-sale/schaarbeek/1030/11090404,11090404,schaarbeek,1030,1330000,house,house,for-sale,5,316,1,0,0,1,1,310,,0,As new,,,2,,,0,0,0,0,0,0,,0,42,A,,,,0,1,0,1,1,,,0,0,0,,"Living area (residential, urban or rural)",0,Wontergemstraat 3,13
https://www.immoweb.be/en/classified/house/for-sale/schaarbeek/1030/10858249,10858249,schaarbeek,1030,795000,house,house,for-sale,3,610,1,0,0,,,365,,0,,1918,,2,,1,,0,,,,,Not connected,1,463,G,,,Gas,0,0,0,1,,Town-house,,0,0,0,Non flood zone,Mixed living area (accommodation & economic activities),0,Parklaan 28,a0i0800000CwfOCAAZ
https://www.immoweb.be/en/classified/apartment-block/for-sale/schaerbeek/1030/10984208,10984208,schaerbeek,1030,1175000,house,apartment-block,for-sale,,460,0,0,0,,,,,0,To be done up,1925,,2,,,,,,,,,,1,,,,,Gas,,,,1,,,,,,,,,1,"Place Jamblinne de Meux, 17",3752 - 1477
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/schaerbeek/1030/10473178,10473178,schaerbeek,1030,780000,house,mixed-use-building,for-sale,6,250,1,0,0,,,110,,0,,,,3,,,,,,,,,Connected,1,229,E,,,Gas,,,,,,,,,,,,"Living area (residential, urban or rural)",1,Rue de Glimes 1,
https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/10970056,10970056,schaerbeek,1030,850000,house,house,for-sale,6,326,1,0,0,,,,,0,Good,,,,,,,,,,,,,,312,F,62 kg CO₂/m²,,Gas,,,,1,,,,,,,,,1,Av. Henri Conscience 74,
https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/11104830,11104830,schaerbeek,1030,760000,house,house,for-sale,5,300,1,0,0,,,,,0,Just renovated,,,,,1,,,,,,,,,268,E,53 kg CO₂/m²,,Gas,,,,1,,,,,,,,,0,Avenue Rogier 409,
https://www.immoweb.be/en/classified/ground-floor/for-sale/chaudfontaine%20embourg/4053/11135677,11135677,chaudfontaine%20embourg,4053,545000,appartment,ground-floor,for-sale,3,126,1,0,1,40,750,,,0,,2010,,4,,,,,,,,,,,132,B,252 kg CO₂/m²,,Gas,,,,1,,,,,,,Non flood zone,,0,Voie de l'Ardenne 179,3671 - 5510839
https://www.immoweb.be/en/classified/house/for-sale/namur/5000/11135679,11135679,namur,5000,419000,house,house,for-sale,4,155,1,0,0,60,,1428,,0,As new,2015,,4,,,0,0,0,0,0,0,Connected,0,113,B,32 kg CO₂/m²,17480 kWh/year,,1,0,0,1,,,,,,,,,0,Route de Givet 20,84145140
https://www.immoweb.be/en/classified/villa/for-sale/charleroi%20marcinelle/6001/11135681,11135681,charleroi%20marcinelle,6001,350000,house,villa,for-sale,4,150,0,0,0,,695,695,,0,To be done up,1962,,4,Isolated,,,,,,,,Connected,,627,G,,,,,,,1,,,,,,,,,0,rue du Longtry 23,5863722
