Url,Property ID,Locality name,Postal code,Price,Type of property,Subtype of property,Type of sale,Bedrooms,Living area,Kitchen type,Furnished,How many fireplaces?,Terrace surface,Garden surface,Surface of the plot,Number of facades,Swimming pool,Building condition,Construction year,Street frontage width,Number of frontages,Surroundings type,Living room,Dressing room,Armored door,Land is facing street,Wooded land,Plot at rear,Flat land,Connection to sewer network,"Gas, water & electricity",Primary energy consumption,Energy class,CO₂ emission,Yearly theoretical total energy consumption,Heating type,Photovoltaic solar panels,Thermic solar panels,Common water heater,Double glazing,Planning permission obtained,Type of building,Obligation to build,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Tenement building,Address,External reference
https://www.immoweb.be/en/classified/house/for-sale/wavre/1300/11087017,11087017,wavre,1300,300000,house,house,for-sale,3,120,1,0,0,,,497,,0,Good,,,4,,,,,,,,,,1,333,D,,52314 kWh/year,Gas,,,,1,,,,,,,,,0,Venelle de la réserve 2,11801 - 8645
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/wavre/1300/10772529,10772529,wavre,1300,485000,house,mixed-use-building,for-sale,3,203,1,0,1,,620,796,,0,Good,1880,20 m,4,,,,,,,,,,1,310,D,,52447 kWh/year,Gas,,,,1,,,,,,,,,1,Avenu des Metallurgistes 1,6018 - 2286565
https://www.immoweb.be/en/classified/house/for-sale/wavre/1300/10503906,10503906,wavre,1300,3200000,house,house,for-sale,5,1104,1,0,0,,4000,9900,,0,As new,2010,,4,,,,1,,,,,,,91,B,26 kg CO₂/m²,101040 kWh/year,,,1,,1,,,,,,,Non flood zone,,0,Chaussée de Louvain 433,4881907
https://www.immoweb.be/en/classified/villa/for-sale/wavre/1300/10829403,10829403,wavre,1300,390000,house,villa,for-sale,4,186,1,0,0,10,,570,,0,To renovate,1971,,4,,,,,,,,,Connected,,426,F,,120555 kWh/year,Fuel oil,,,,1,,,,,,,,,0,Avenue de Mérode  4,5532291
https://www.immoweb.be/en/classified/house/for-sale/wavre/1300/10940045,10940045,wavre,1300,335000,house,house,for-sale,2,115,1,0,0,30,460,460,,0,Good,1940,,3,,,,,,,,,,,323,D,9594 kg CO₂/m²,59 kWh/year,Gas,,,,1,,,,,,,,,0,Avenue de Mérode  4,5576542
https://www.immoweb.be/en/classified/house/for-sale/wavre/1300/11129593,11129593,wavre,1300,Starting price : 305000,house,house,for-sale,3,192,1,0,0,,442,703,,0,Good,1990,,4,,,,,,,,1,,,510,F,,64649 kWh/year,Gas,,0,,,1,,,1,0,0,,"Living area (residential, urban or rural)",0,Rue Saint Roch 28,
https://www.immoweb.be/en/classified/apartment-block/for-sale/wavre/1300/11085245,11085245,wavre,1300,249000,house,apartment-block,for-sale,3,106,1,0,0,,,51,,0,To be done up,,,3,,,,,,,,,,1,510,F,,46072 kWh/year,Gas,,,,1,,,,,,,Non flood zone,,1,Chaussée de Huy 231,13366 - 4606594
https://www.immoweb.be/en/classified/villa/for-sale/limal/1300/11124822,11124822,limal,1300,495000,house,villa,for-sale,3,170,1,0,1,35,1500,2300,,0,As new,1981,,4,,,,,,,,,,1,224,C,,67928 kWh/year,Gas,,,,1,,,,,,,,,0,Avenu des Metallurgistes 1,6106 - 2286590
https://www.immoweb.be/en/classified/apartment-block/for-sale/saint-josse-ten-noode/1210/10934089,10934089,saint-josse-ten-noode,1210,480000,house,apartment-block,for-sale,3,282,1,0,0,,,,,0,To renovate,,,2,Urban,1,,,,,,,Connected,1,681,G,137 kg CO₂/m²,,,,,,1,,,,,,,,,1,Rue Xavier De Bue 1,5598724
https://www.immoweb.be/en/classified/house/for-sale/wavre/1300/11085251,11085251,wavre,1300,249000,house,house,for-sale,3,106,1,0,0,,,51,,0,To be done up,,,3,,,,,,,,,,1,510,F,,46072 kWh/year,Gas,,,,1,,,,,,,Non flood zone,,0,Chaussée de Huy 231,13368 - 4606594
https://www.immoweb.be/en/classified/villa/for-sale/wavre/1300/11047961,11047961,wavre,1300,3200000,house,villa,for-sale,5,970,1,0,0,77,9000,10000,,0,As new,2010,,4,,,,,,,,,Not connected,,91,B,26 kg CO₂/m²,101040 kWh/year,,,,,1,,,,,,,Non flood zone,,0,Avenue Reine Astrid 215,5710468
https://www.immoweb.be/en/classified/house/for-sale/saint-josse-ten-noode/1210/11016786,11016786,saint-josse-ten-noode,1210,389000,house,house,for-sale,3,171,1,0,0,,,140,,0,To renovate,1899,,2,,,,,,,,,,0,481,G,96 kg CO₂/m²,,Gas,,,,1,,,,,,,Non flood zone,,0,av. Charles-quint 124,269853 - 5076688
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/tournai/7500/11130713,11130713,tournai,7500,289000,house,mixed-use-building,for-sale,5,215,1,0,0,,,,,0,Good,,,2,Urban,1,,,,,,,,,358,E,,21823 kWh/year,Gas,,,,1,,,,,,,,,1,"Bld des Déportés, 56 A",5755717
https://www.immoweb.be/en/classified/house/for-sale/knokke-heist/8300/11130710,11130710,knokke-heist,8300,8995000,house,house,for-sale,5,,1,0,0,,1337,1337,,0,,2025,,4,,,,,,,,,,1,,,45 kg CO₂/m²,,,,,,,1,,,0,0,0,Non flood zone,"Living area (residential, urban or rural)",0,Albert plein 10,5845267
https://www.immoweb.be/en/classified/apartment-block/for-sale/saint-josse-ten-noode/1210/11083212,11083212,saint-josse-ten-noode,1210,Starting price : 200000,house,apartment-block,for-sale,4,,1,0,0,,,140,,0,,,,,,,,,,,,,,,533,G,,,,,,,,,,,,,,,,1,Avenue Louis Bertrand 2,
https://www.immoweb.be/en/classified/apartment/for-sale/brussels%20city/1000/11130715,11130715,brussels%20city,1000,195000,appartment,apartment,for-sale,1,51,1,0,0,,,,,0,Good,1978,,,,,,,,,,,,,155,D,31 kg CO₂/m²,,Fuel oil,,,,1,,,,,,,,,0,"Rue Picard (Gare Maritime), 7",5712626
https://www.immoweb.be/en/classified/apartment-block/for-sale/saint-josse-ten-noode/1210/11092639,11092639,saint-josse-ten-noode,1210,465000,house,apartment-block,for-sale,1,210,1,0,0,,,70,,0,Good,1900,,,,,,0,0,,0,,Connected,1,224,E,44 kg CO₂/m²,,Gas,,,,1,,,,,,,,,1,Rue Henri Stacquet 20,Vonck-4
https://www.immoweb.be/en/classified/house/for-sale/saint-josse-ten-noode/1210/10941152,10941152,saint-josse-ten-noode,1210,595000,house,house,for-sale,4,241,1,0,0,,45,115,,0,To be done up,,,2,,,,,,,,,,0,266,E,57 kg CO₂/m²,,Gas,,,,,,,,,,,,,0,Place des chasseurs Ardennais 24-26,9594 - 654659035
https://www.immoweb.be/en/classified/house/for-sale/saint-josse-ten-noode/1210/11081877,11081877,saint-josse-ten-noode,1210,320000,house,house,for-sale,3,180,1,0,0,,70,130,,0,Good,,,2,,,,,,,,,,1,451,G,90 kg CO₂/m²,,Gas,,,,1,,,,,,,,,0,Place des chasseurs Ardennais 24-26,9686 - 654659115
https://www.immoweb.be/en/classified/house/for-sale/saint-josse-ten-noode/1210/11100718,11100718,saint-josse-ten-noode,1210,1250000,house,house,for-sale,13,360,1,0,0,40,120,340,,0,Just renovated,1956,,2,,,,,,,,,Connected,1,334,F,67 kg CO₂/m²,,Gas,,1,,1,,,,,,,Non flood zone,,1,Avenue Louise 231,5822019
https://www.immoweb.be/en/classified/house/for-sale/wavre/1300/10362070,10362070,wavre,1300,860000,house,house,for-sale,5,,1,0,0,,,1510,,0,Good,,,3,,,,0,,,,,,,,,,,,0,0,,,,,0,,,,Non flood zone,,0,Anspachlaan 1,5 sapins lot 14
https://www.immoweb.be/en/classified/house/for-sale/wavre-bierges/1300/11077568,11077568,wavre-bierges,1300,300000,house,house,for-sale,3,160,1,0,0,15,150,328,,0,To renovate,,,3,,,,,,,,,Connected,,315,D,78 kg CO₂/m²,75201 kWh/year,Fuel oil,,,,1,,,,,0,0,Non flood zone,Industrial area,0,"Place Albert 1er, 20",5713288
https://www.immoweb.be/en/classified/house/for-sale/wavre/1300/11134708,11134708,wavre,1300,980000,house,house,for-sale,7,470,1,0,1,,2000,2500,,0,Good,,,4,,,1,0,0,0,0,0,Connected,0,,D,,,Fuel oil,1,0,0,1,,All kind,,,,,Non flood zone,,0,,
https://www.immoweb.be/en/classified/house/for-sale/limal/1300/11071436,11071436,limal,1300,265000,house,house,for-sale,3,165,1,0,0,40,250,326,,0,To renovate,,,3,,,,,,,,,Connected,1,345,E,63 kg CO₂/m²,60544 kWh/year,Gas,,,,1,,,,,0,0,Non flood zone,Residential park,0,"Place Albert 1er, 20",5725368
https://www.immoweb.be/en/classified/villa/for-sale/wavre-bierges/1300/11094212,11094212,wavre-bierges,1300,399900,house,villa,for-sale,4,160,1,0,0,40,1000,1182,,0,To be done up,1968,,4,,,,,,,,,Connected,,335,D,83 kg CO₂/m²,69181 kWh/year,Fuel oil,,,,1,1,,,1,0,0,Non flood zone,"Living area (residential, urban or rural)",0,"Place Albert 1er, 20",5823685
https://www.immoweb.be/en/classified/villa/for-sale/wavre/1300/11023160,11023160,wavre,1300,745000,house,villa,for-sale,5,212,1,0,0,,1377,1377,,0,Good,2000,,4,,,,,,,,,Connected,,395,E,113 kg CO₂/m²,99581 kWh/year,Electric,,1,,1,,,,,,,,,0,Chaussée de Collines 102,5550723
https://www.immoweb.be/en/classified/house/for-sale/wavre/1300/10362069,10362069,wavre,1300,690000,house,house,for-sale,3,,1,0,0,,,1050,,0,Good,,,3,,,,0,,,,,,,,,,,,0,0,,,,,0,,,,Non flood zone,,0,Anspachlaan 1,5 sapins L13
https://www.immoweb.be/en/classified/house/for-sale/wavre-bierges/1300/11082610,11082610,wavre-bierges,1300,380000,house,house,for-sale,5,240,1,0,0,15,600,830,,0,To be done up,1900,,4,,,,,,,,,Connected,1,368,E,67 kg CO₂/m²,116315 kWh/year,Gas,,,,1,,,,,0,0,Non flood zone,"Living area (residential, urban or rural)",0,"Place Albert 1er, 20",5741893
https://www.immoweb.be/en/classified/house/for-sale/limal/1300/11115197,11115197,limal,1300,399000,house,house,for-sale,3,150,1,0,0,85,500,849,,0,To be done up,1891,,3,,,,,,,,,Connected,,274,D,68 kg CO₂/m²,80083 kWh/year,Fuel oil,,,,1,,,,,0,0,Non flood zone,"Living area (residential, urban or rural)",0,"Place Albert 1er, 20",5741658
https://www.immoweb.be/en/classified/house/for-sale/limal/1300/11096802,11096802,limal,1300,350000,house,house,for-sale,3,100,1,0,0,10,500,580,,0,Good,1973,,3,,,,,,,,,Connected,1,221,C,41 kg CO₂/m²,22991 kWh/year,Gas,,,,1,,,,,0,0,Non flood zone,"Living area (residential, urban or rural)",0,"Place Albert 1er, 20",5725334
https://www.immoweb.be/en/classified/house/for-sale/wavre/1300/11085234,11085234,wavre,1300,840000,house,house,for-sale,3,260,1,0,0,,,4188,,0,To renovate,,,4,,,,,,,,,,1,625,G,,108854 kWh/year,Fuel oil,,,,1,,,,,,,,,0,Chaussée de Huy 231,13329 - 4606566
https://www.immoweb.be/en/classified/other-property/for-sale/wavre/1300/11128999,11128999,wavre,1300,65000,appartment,other-property,for-sale,1,30,1,0,0,30,,125,,0,To renovate,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Avenue Clémentine 31/4,5843776
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/wavre/1300/10908209,10908209,wavre,1300,450000,house,mixed-use-building,for-sale,4,140,1,0,0,,,,,0,To renovate,,,2,,,,,,,,,,0,,,,,Gas,,,,1,,,,,,,,,1,Boulevard de l'Europe 2-1,2490 - 3353
https://www.immoweb.be/en/classified/house/for-sale/wavre/1300/11065349,11065349,wavre,1300,315000,house,house,for-sale,4,160,1,0,0,,,242,,0,,,,,,,,,,,,,,0,446,F,85 kg CO₂/m²,81012 kWh/year,,,,,,,,,,,,,,0,chaussée de Wavre n°373,8104841 - 996805
https://www.immoweb.be/en/classified/house/for-sale/wavre/1300/11034819,11034819,wavre,1300,299000,house,house,for-sale,2,120,1,0,0,,,270,,0,,,,,,,,,,,,,,0,334,D,,49500 kWh/year,,,,,,,,,,,,,,0,chaussée de Wavre n°373,8104833 - 996708
https://www.immoweb.be/en/classified/town-house/for-sale/wavre/1300/10664846,10664846,wavre,1300,219000,house,town-house,for-sale,2,139,1,0,0,,,65,,0,Good,,,,,,,,,,,,,,322,D,59 kg CO₂/m²,48584 kWh/year,Gas,,,,1,,,,,,,,,0,Ch. de Charleroi 95,
https://www.immoweb.be/en/classified/villa/for-sale/wavre/1300/10858384,10858384,wavre,1300,525000,house,villa,for-sale,4,220,1,0,1,12,1100,1277,,0,Good,,,4,,1,1,0,0,1,0,0,,0,285,D,,,Pellet,0,0,0,1,,All kind,,,,0,,,0,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/wavre/1300/10030754,10030754,wavre,1300,1900000,house,mixed-use-building,for-sale,,2400,1,0,0,500,,5900,,0,To renovate,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Rue Xavier De Bue 1,4767093
https://www.immoweb.be/en/classified/house/for-sale/wavre/1300/10911247,10911247,wavre,1300,620000,house,house,for-sale,3,224,1,0,0,25,1500,1906,,0,Good,1992,,4,,,,,,,,,Connected,1,184,C,30 kg CO₂/m²,53972 kWh/year,Gas,,1,,1,,,,0,0,,Non flood zone,"Living area (residential, urban or rural)",0,Clos des Chêneaux 18A,5588622
https://www.immoweb.be/en/classified/house/for-sale/wavre/1300/11115249,11115249,wavre,1300,245000,house,house,for-sale,3,110,1,0,0,20,,150,,0,,,,2,,,,,,,,,,1,430,F,,46691 kWh/year,Gas,,,,1,,,,,,,Non flood zone,,0,Chaussée de Huy 231,13635 - 4604219
https://www.immoweb.be/en/classified/house/for-sale/wavre-limal/1300/10878328,10878328,wavre-limal,1300,597000,house,house,for-sale,3,180,1,0,0,40,1161,1161,,0,Good,1970,,4,Isolated,,,,,,,,Connected,1,306,D,56 kg CO₂/m²,58581 kWh/year,Gas,,,,1,,,,,,,Non flood zone,,0,Rue de Rixensart 77,5533548
https://www.immoweb.be/en/classified/house/for-sale/wavre/1300/11013600,11013600,wavre,1300,575000,house,house,for-sale,4,165,1,0,0,60,500,710,,0,As new,1996,,4,,,,,,,,,,,162,B,24 kg CO₂/m²,32359 kWh/year,Gas,,,,1,,,,,,,Non flood zone,,0,Avenue Reine Astrid 215,5612153
https://www.immoweb.be/en/classified/house/for-sale/wavre/1300/10929031,10929031,wavre,1300,440000,house,house,for-sale,3,150,1,0,0,,,705,,0,As new,1938,,2,,,,,,,,,Connected,,150,B,,28224 kWh/year,Gas,,,,1,,,,,,,Non flood zone,,0,Clos des Chêneaux 18A,5597328
https://www.immoweb.be/en/classified/house/for-sale/wavre/1300/10812945,10812945,wavre,1300,265000,house,house,for-sale,2,115,1,0,0,30,400,472,,0,To be done up,,8 m,3,"Living area (residential, urban or rural)",,,,,,,,,1,463,F,85 kg CO₂/m²,65248 kWh/year,Gas,,,,1,,,,,0,,Property partially or completely located in a possible flood zone and located in a circumscribed waterside zone,"Living area (residential, urban or rural)",0,"Rue de l'Etoile, 15-17",1986 -
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/wavre/1300/10835200,10835200,wavre,1300,680000,house,mixed-use-building,for-sale,,925,1,0,0,,,550,,0,Good,1900,40 m,3,Urban,,,,,,,,,1,,,,,Pellet,,,,1,,,,,,,,,1,"Rue de l'Etoile, 15-17",2042 - 20090639
https://www.immoweb.be/en/classified/house/for-sale/sint-joost-ten-node/1210/11129918,11129918,sint-joost-ten-node,1210,668000,house,house,for-sale,7,335,1,0,0,15,35,,,0,To be done up,,,2,,,,,,,,,,0,339,F,,,Gas,,,,1,1,,,,,,,"Living area (residential, urban or rural)",0,"Square Ambiorix, 32/11B",1710254 - 345346264
https://www.immoweb.be/en/classified/house/for-sale/saint-josse-ten-noode/1210/10440324,10440324,saint-josse-ten-noode,1210,790000,house,house,for-sale,6,319,1,0,0,,96,176,,0,To be done up,1856,,2,,,,,,,,,Connected,1,175,D,35 kg CO₂/m²,,Gas,,,,1,,,,,,,,,0,Chaussée de Waterloo 1382,5278648
https://www.immoweb.be/en/classified/house/for-sale/wavre/1300/11113734,11113734,wavre,1300,220000,house,house,for-sale,3,110,1,0,1,5,,65,,0,To renovate,1900,5 m,2,"Living area (residential, urban or rural)",,,,,,,,,1,316,D,58 kg CO₂/m²,47993 kWh/year,Gas,,,,1,,,,,0,,Non flood zone,"Living area (residential, urban or rural)",0,"Rue de l'Etoile, 15-17",2139 - 2017
https://www.immoweb.be/en/classified/house/for-sale/saint-josse-ten-noode/1210/11126524,11126524,saint-josse-ten-noode,1210,395000,house,house,for-sale,4,198,1,0,0,25,,,,0,To renovate,,,2,,,,,,,,,,1,628,G,125 kg CO₂/m²,,Gas,,,,,,,,,,,,,0,Rue Basse 21-23 Bte15 b1,5844347
https://www.immoweb.be/en/classified/kot/for-sale/brussels%20city/1000/11130717,11130717,brussels%20city,1000,135000,appartment,kot,for-sale,1,23,1,0,0,,300,,,0,Good,2018,,,,1,,,,,,,,,,,,,Gas,,,,1,,,,,,,,,0,"Rue Picard (Gare Maritime), 7",5846266
https://www.immoweb.be/en/classified/apartment-block/for-sale/saint-josse-ten-noode/1210/10442067,10442067,saint-josse-ten-noode,1210,790000,house,apartment-block,for-sale,6,319,1,0,0,,96,176,,0,To be done up,1856,,2,,1,,,,,,,Connected,1,175,D,35 kg CO₂/m²,,Gas,,,,1,,,,,,,,,1,Chaussée de Waterloo 1382,5278644
https://www.immoweb.be/en/classified/apartment/for-sale/brussels%20city/1000/11130722,11130722,brussels%20city,1000,549000,appartment,apartment,for-sale,2,90,1,0,0,14,,,,0,As new,2004,,2,Urban,,,,,,,,,,102,C,,,Gas,,,,,1,,,0,0,0,Non flood zone,"Living area (residential, urban or rural)",0,Brusselbaan 110,5842889
https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/11130724,11130724,woluwe-saint-lambert,1200,425000,appartment,apartment,for-sale,2,83,1,0,0,,50,,,0,Just renovated,1961,,2,Urban,,,,,,,,,,437,G,,,Gas,,,,,,,,,,,Non flood zone,,0,Bld. Brand Whitlock 108,5841587
https://www.immoweb.be/en/classified/apartment-block/for-sale/sint-joost-ten-node/1210/10903853,10903853,sint-joost-ten-node,1210,440000,house,apartment-block,for-sale,5,230,1,0,0,16,,98,,0,Good,1899,,2,Mall,,,,,,,,Connected,1,431,G,86 kg CO₂/m²,,,,,,1,,,,0,1,1,Recognized flood zone,"Living area (residential, urban or rural)",1,Parklaan 59/1,5584498
https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-lambert/1200/10848449,10848449,woluwe-saint-lambert,1200,460000,house,house,for-sale,3,150,1,0,0,,,,,0,,,,2,,,,,,,,,,,346,G,69 kg CO₂/m²,,Gas,0,0,,0,,,,,,,,,0,"Boulevard Louis Mettewie 262, Bte 18",5197-1-1-1
https://www.immoweb.be/en/classified/apartment-block/for-sale/saint-josse-ten-noode/1210/10874771,10874771,saint-josse-ten-noode,1210,530000,house,apartment-block,for-sale,3,250,0,0,0,,,110,,0,To be done up,1935,6 m,2,Urban,,,,,,,,Connected,1,295,F,63 kg CO₂/m²,,Gas,,,,1,1,,,,0,,Non flood zone,,1,av. de la Floride 77,5563510
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen%20deurne/2100/11130725,11130725,antwerpen%20deurne,2100,264000,appartment,apartment,for-sale,2,115,1,0,0,29,,,,0,Good,1970,,4,,,,,,,,,,,240,C,,,Gas,,,,1,1,,,0,0,0,,,0,Amsterdamstraat 27,5845805
https://www.immoweb.be/en/classified/villa/for-sale/schoten/2900/11130728,11130728,schoten,2900,1195000,house,villa,for-sale,4,280,1,0,0,,,2001,,0,As new,1973,,4,,,,,,,,,,,246,C,,,Gas,,,,1,1,,,1,0,0,,Residential park,0,"Turnhoutsebaan, 532",5843243
https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/11130729,11130729,geraardsbergen,9500,179000,house,house,for-sale,2,115,1,0,0,30,43,130,,0,,1979,4.5 m,2,Urban,,,,,,,,Connected,1,609,F,,,Gas,,,,,,,,0,0,0,,"Living area (residential, urban or rural)",0,BRUGSTRAAT 31  BUS 4,5846010
https://www.immoweb.be/en/classified/apartment/for-sale/jette/1090/11130726,11130726,jette,1090,235000,appartment,apartment,for-sale,2,84,1,0,0,2,,,,0,As new,1960,,2,"Living area (residential, urban or rural)",,,,,,,,,,248,E,49 kg CO₂/m²,,Gas,,,,1,,,,,,,Non flood zone,,0,Bld. Brand Whitlock 108,5843112
https://www.immoweb.be/en/classified/house/for-sale/saint-josse-ten-noode/1210/10825726,10825726,saint-josse-ten-noode,1210,799000,house,house,for-sale,6,430,1,0,0,,,10,,0,,1930,,2,,1,,0,,,,,Not connected,1,255,E,49 kg CO₂/m²,,Gas,0,0,0,0,,,,0,0,0,Non flood zone,Another type of area,0,Rue Archimède 17,a0i0800000CwXbwAAF
https://www.immoweb.be/en/classified/apartment/for-sale/berchem/2600/11130730,11130730,berchem,2600,319000,appartment,apartment,for-sale,2,96,1,0,0,18,,,,0,Just renovated,1964,,4,Urban,,,,,,,,,,96,A,,,,,,,1,1,,,,0,0,Non flood zone,"Living area (residential, urban or rural)",0,"Prins Boudewijnlaan, 112-114",5844899
https://www.immoweb.be/en/classified/apartment-block/for-sale/saint-josse/1210/11027608,11027608,saint-josse,1210,1395000,house,apartment-block,for-sale,6,320,1,0,0,,,100,,0,,1930,6 m,2,,,,0,,,,,Connected,1,110,C,21 kg CO₂/m²,,Gas,0,0,0,1,,Apartment building,,0,0,0,Non flood zone,Another type of area,1,Rue Archimède 17,a0iTt0000005kOnIAI
https://www.immoweb.be/en/classified/house/for-sale/saint-josse-ten-noode/1210/11068896,11068896,saint-josse-ten-noode,1210,599000,house,house,for-sale,7,220,1,0,0,78,,114,,0,To be done up,1876,6 m,2,Urban,,,,,,,,Connected,1,389,G,76 kg CO₂/m²,,Gas,,,,1,,,,0,0,,Non flood zone,"Living area (residential, urban or rural)",0,Avenue Louise 409,5725911
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/wavre/1300/11074721,11074721,wavre,1300,300000,house,mixed-use-building,for-sale,1,150,1,0,0,12,,64,,0,Good,2009,,2,,,,,,,,,Connected,1,228,C,42 kg CO₂/m²,21391 kWh/year,Gas,,,,,1,,,,0,0,Recognized flood zone,"Living area (residential, urban or rural)",1,"Place Albert 1er, 20",5726062
https://www.immoweb.be/en/classified/villa/for-sale/wavre/1300/10968274,10968274,wavre,1300,599000,house,villa,for-sale,3,187,1,0,0,,1600,1600,,0,As new,2022,,4,,,,,,,,,Connected,1,77,A,1504 kg CO₂/m²,19872 kWh/year,Gas,,,,1,1,,,,0,0,,"Living area (residential, urban or rural)",0,Chaussée de Collines 102,5614845
https://www.immoweb.be/en/classified/villa/for-sale/wavre/1300/10968273,10968273,wavre,1300,599000,house,villa,for-sale,3,187,1,0,0,,1600,1600,,0,As new,2022,,4,,,,,,,,,Connected,1,77,A,1504 kg CO₂/m²,19872 kWh/year,Gas,,,,1,1,,,,0,0,,"Living area (residential, urban or rural)",0,Chaussée de Collines 102,5614844
https://www.immoweb.be/en/classified/house/for-sale/wavre/1300/10899111,10899111,wavre,1300,425000,house,house,for-sale,3,230,1,0,0,17,17,284,,0,Just renovated,,,4,,,,,,,,,,0,340,D,51 kg CO₂/m²,67083 kWh/year,Gas,,,,1,,,,,,,,,0,Boulevard de l'Europe 2-1,2150 - 3070
https://www.immoweb.be/en/classified/bungalow/for-sale/wavre/1300/10846391,10846391,wavre,1300,415000,house,bungalow,for-sale,4,170,1,0,0,15,800,1365,,0,,1978,,4,,,,,,,,,,1,409,E,,58138 kWh/year,Fuel oil,,,,1,,,,,,,,,0,Avenu des Metallurgistes 1,6039 - 2286578
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/wavre/1300/10891307,10891307,wavre,1300,420000,house,mixed-use-building,for-sale,,322,1,0,0,,,410,,0,Good,1900,30 m,3,Urban,,,,,,,,,1,,,,,,,,,1,1,,,,,,Non flood zone,Economic activity area,1,"Rue de l'Etoile, 15-17",2057 - 2057/56
https://www.immoweb.be/en/classified/house/for-sale/dilsen-stokkem/3650/11130731,11130731,dilsen-stokkem,3650,359000,house,house,for-sale,3,210,1,0,0,,,900,,0,,1981,,4,,,,,,,,,,,237,C,,,Gas,,,,,1,,,1,,,,"Living area (residential, urban or rural)",0,Ryksweg 235,5845334
https://www.immoweb.be/en/classified/house/for-sale/antwerpen%20berendrecht-zandvliet-lillo/2040/11130733,11130733,antwerpen%20berendrecht-zandvliet-lillo,2040,264000,house,house,for-sale,1,134,1,0,0,,,790,,0,,1899,7.5 m,4,,1,,,,,,,,1,351,D,,,,,,,1,1,,,0,0,0,Non flood zone,Farming area,0,Dorpsstraat 84,5837942
https://www.immoweb.be/en/classified/house/for-sale/wavre/1300/10981515,10981515,wavre,1300,245000,house,house,for-sale,4,150,1,0,0,,,120,,0,,1899,,2,,,,0,,,,,Connected,1,188,C,,,Gas,0,0,0,0,1,,,0,0,0,Non flood zone,"Living area (residential, urban or rural)",0,Chaussée de Bruxelles 2,a0iTt0000002hthIAA
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen%20wilrijk/2610/11130732,11130732,antwerpen%20wilrijk,2610,282900,appartment,apartment,for-sale,2,87,1,0,0,11,,,,0,As new,,,2,Urban,,,1,,,,,,,122,B,,,Gas,,,,1,,,,,,,Non flood zone,,0,"Mechelsesteenweg,157",5839550
https://www.immoweb.be/en/classified/house/for-sale/antwerpen%20merksem/2170/11130735,11130735,antwerpen%20merksem,2170,539000,house,house,for-sale,4,247,1,0,0,,67,,,0,As new,1995,,2,,,,,,,,,,1,145,B,,,,,,,1,1,,,0,0,0,Non flood zone,"Living area (residential, urban or rural)",0,Dorpsstraat 84,5839477
https://www.immoweb.be/en/classified/villa/for-sale/genappe/1470/11130739,11130739,genappe,1470,339000,house,villa,for-sale,3,215,1,0,0,30,495,495,,0,To renovate,,,4,,,,,,,,,Not connected,,612,G,153 kg CO₂/m²,108901 kWh/year,Fuel oil,,,,1,,,,,,,,,0,Rue de Charleroi 31/7,5714105
https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/11130556,11130556,ronse,9600,280000,house,house,for-sale,3,128,1,0,0,,,430,,0,,2023,6 m,3,,,,,,,,,Connected,,,,,,,1,0,,1,,,0,0,0,0,Non flood zone,,0,Dokter Honore Dewolfstraat 23,3674168
https://www.immoweb.be/en/classified/villa/for-sale/genappe%20loupoigne/1471/11130740,11130740,genappe%20loupoigne,1471,339000,house,villa,for-sale,3,215,1,0,0,30,495,495,,0,To renovate,,,4,,,,,,,,,Not connected,,612,G,153 kg CO₂/m²,108901 kWh/year,Fuel oil,,,,1,,,,,,,,,0,Rue de Charleroi 31/7,5845574
https://www.immoweb.be/en/classified/house/for-sale/fl%C3%A9malle/4400/11130743,11130743,fl%C3%A9malle,4400,289000,house,house,for-sale,4,132,0,0,0,,200,264,,0,,2023,,3,Isolated,,,,,,,,,,,,,,,,,,,,,,,,,Non flood zone,,0,Place Merlot 6,5844034
https://www.immoweb.be/en/classified/house/for-sale/fl%C3%A9malle/4400/11130741,11130741,fl%C3%A9malle,4400,285000,house,house,for-sale,4,132,0,0,0,,200,264,,0,,2023,,3,Isolated,,,,,,,,,,,,,,,,,,,,,,,,,Non flood zone,,0,Place Merlot 6,5844025
https://www.immoweb.be/en/classified/apartment-block/for-sale/woluwe-saint-lambert/1200/11049663,11049663,woluwe-saint-lambert,1200,960000,house,apartment-block,for-sale,,,1,0,0,,,2100,,0,,,,2,Fitted out,,,,0,0,0,0,Connected,1,,,,,,0,0,0,0,1,All kind,,,,,,,1,Route de Wallonie 4,PléiadesDroiteIR
